396	2194379	211
397	2194590	216
398	2194806	208
399	2195014	221
400	2195235	235
401	2195470	233
402	2195703	213
403	2195916	235
404	2196151	221
405	2196372	227
406	2196599	5956
407	2202555	8268
408	2210823	26669
409	2237492	12008
410	2249500	15362
411	2264862	40215
412	2305077	32908
413	2337985	4951
414	2342936	15289
415	2358225	23279
